 status Perkawinan;Kursus;Kehadiran siang/malam;Kualifikasi sebelumnya;Kualifikasi sebelumnya(Nilai);Kualifikasi Ibu;Kualifikasi Ayah;Pekerjaan Ibu;Pekerjaan Ayah ;Nilai Penerimaan ;Pendidikan Khusus;Biaya Kuliah terkini ;Gender;Pemegang beasiswa;Usia saat pendaftaran;Unit kurikulum semester1 (dikreditkan);Unit kurikulum semester1 (Terdaftar);Unit kurikulum semester1 (Evaluasi);Unit kurikulum semester1 (Disetujui );Unit kurikulum semester1 (Kelas);Unit kurikulum semester1 (Tanpa  evaluasi);Unit kurikuler semester2(dikreditkan);Unit kurikuler semester2(Terdaftar);Unit kurikuler semester2(Evaluasi);Unit kurikuler semester2(Disetujui);Curricular units 2nd sem (grade);Unit kurikuler semester2(Tanpa evaluasi);tingkat Pengangguran;Tingkat inflasi;GDP;Target
1;9991;0;40;140.00.00;1;19;9;9;139.00.00;0;1;0;0;27;0;5;5;5;15.08;0;0;5;5;5;14.08;0;08.09;01.04;03.51;Graduate
1;9238;1;1;135.00.00;1;19;4;4;129.01.00;0;1;0;0;19;0;6;6;6;14.666.666.666.666.600;0;0;6;7;6;14.571.428.571.428.500;0;15.05;02.08;-4.06;Graduate
4;9085;1;1;133.01.00;34;34;0;0;128.02.00;0;1;0;0;25;0;5;5;0;00.00;0;0;5;5;0;00.00;0;07.06;02.06;00.32;Dropout
1;9500;1;1;137.00.00;19;19;7;7;120.08.00;0;1;0;1;18;0;8;8;7;14.654.285.714.285.700;0;0;8;8;7;14.654.285.714.285.700;0;10.08;01.04;0,093055556;Graduate
1;9500;1;3;122.00.00;19;1;4;8;135.08.00;0;1;0;0;24;0;8;8;7;12.401.428.571.428.500;0;0;8;8;7;12.401.428.571.428.500;0;10.08;01.04;0,093055556;Graduate
1;9500;1;1;128.00.00;1;1;4;10;118.09.00;0;1;0;0;20;0;7;8;7;115.875;0;0;8;9;7;14.071.428.571.428.500;0;13.09;-0.3;0,054861111;Graduate
1;9991;0;40;140.00.00;37;37;6;6;140.00.00;0;1;0;0;26;3;5;5;5;14.00;0;1;5;5;5;15.06;0;12.04;00.05;0,096527778;Graduate
1;9238;1;1;132.00.00;1;38;9;7;127.01.00;0;1;0;1;20;0;6;9;6;12.333.333.333.333.300;0;0;6;6;6;11.833.333.333.333.300;0;08.09;01.04;03.51;Graduate
1;9085;1;1;131.00.00;37;37;90;90;137.00.00;0;1;0;0;18;0;5;5;5;14.00;0;0;5;6;5;15.04;0;07.06;02.06;00.32;Graduate
1;9085;1;1;126.00.00;1;1;9;9;127.04.00;0;1;0;0;19;0;6;13;6;1.523.076.923.076.920;0;0;6;10;6;12.375;0;15.05;02.08;-4.06;Graduate
1;9853;1;1;133.01.00;19;19;9;9;97.00.00;0;1;0;0;23;0;6;9;5;11.06;0;0;6;9;3;11.00;0;12.07;03.07;-1.7;Dropout
1;9500;1;1;136.00.00;37;37;9;9;126.03.00;0;1;0;1;18;0;7;7;6;11.06;0;0;7;7;6;11.06;0;07.06;02.06;00.32;Graduate
1;9500;1;1;140.00.00;1;19;4;5;127.05.00;0;1;0;0;18;0;7;0;0;00.00;0;0;8;0;0;00.00;0;12.07;03.07;-1.7;Dropout
1;9500;1;1;135.00.00;2;1;2;8;126.06.00;0;1;0;1;19;0;7;7;7;12.901.428.571.428.500;0;0;8;9;8;13.094.444.444.444.400;0;11.01;00.06;02.02;Graduate
1;9991;0;1;160.00.00;1;2;4;3;120.00.00;0;1;0;0;30;4;7;9;7;14.142.857.142.857.100;0;1;5;5;5;14.08;0;07.06;02.06;00.32;Graduate
1;9085;1;39;140.00.00;1;2;4;6;140.00.00;0;1;0;0;29;0;6;0;0;00.00;0;0;6;0;0;00.00;0;15.05;02.08;-4.06;Dropout
1;9500;1;1;140.00.00;3;1;3;3;131.05.00;0;1;0;0;19;0;8;8;8;1.325.375;0;0;8;8;8;1.325.375;0;09.04;-0.8;-3.12;Graduate
1;9556;1;1;115.00.00;19;2;5;3;112.02.00;0;1;0;0;20;0;7;7;7;13.785.714.285.714.200;0;0;8;8;8;14.01;0;12.04;00.05;0,096527778;Graduate
1;9500;1;1;144.00.00;37;37;9;3;150.05.00;0;1;0;0;20;0;7;7;6;13.916.666.666.666.600;0;0;7;7;6;13.916.666.666.666.600;0;07.06;02.06;00.32;Graduate
1;9670;1;1;128.00.00;38;38;3;7;121.00.00;0;1;0;0;19;0;6;8;6;13.05;0;0;6;9;6;13.571.428.571.428.500;0;11.01;00.06;02.02;Graduate
1;9147;1;1;116.00.00;38;2;9;2;112.02.00;0;1;0;0;20;0;5;8;3;11.333.333.333.333.300;0;0;5;12;2;10.666.666.666.666.600;0;10.08;01.04;0,093055556;Enrolled
3;9085;1;1;135.00.00;19;1;4;4;129.04.00;0;1;0;0;21;0;5;8;0;00.00;4;0;5;12;0;00.00;4;10.08;01.04;0,093055556;Dropout
1;9670;1;1;121.00.00;19;38;4;10;114.04.00;0;1;0;0;19;0;6;10;5;11.05;0;0;6;9;4;14.06;0;11.01;00.06;02.02;Graduate
1;9500;1;1;134.00.00;37;38;9;9;120.03.00;0;1;0;1;18;0;8;8;7;12.082.857.142.857.100;0;0;8;8;7;12.082.857.142.857.100;0;10.08;01.04;0,093055556;Graduate
1;8014;0;1;120.00.00;37;37;7;8;120.00.00;0;1;0;1;27;0;6;8;6;11.833.333.333.333.300;0;0;6;10;5;12.08;0;15.05;02.08;-4.06;Graduate
1;9147;1;1;125.00.00;38;38;6;8;114.05.00;0;1;0;1;19;0;5;6;5;13.04;0;0;5;5;5;12.04;0;12.04;00.05;0,096527778;Graduate
1;9500;1;1;141.00.00;1;1;90;3;127.08.00;0;1;0;1;19;0;7;7;0;00.00;2;0;7;7;0;00.00;2;07.06;02.06;00.32;Dropout
1;9773;1;1;140.00.00;1;19;4;8;124.06.00;0;1;0;0;19;0;6;7;5;14.02;0;0;6;7;6;14.571.428.571.428.500;0;15.05;02.08;-4.06;Graduate
1;9500;1;1;144.00.00;19;19;5;5;130.03.00;0;1;0;1;18;0;8;8;7;13.814.285.714.285.700;0;0;8;8;7;13.814.285.714.285.700;0;12.07;03.07;-1.7;Graduate
1;9254;1;1;122.00.00;19;19;5;5;118.02.00;0;1;0;1;20;0;6;10;4;11.25;0;0;6;6;6;10.05;0;12.04;00.05;0,096527778;Enrolled
1;9670;1;1;130.00.00;19;37;4;5;118.08.00;0;1;0;1;18;0;6;6;6;14.05;0;0;6;8;6;13.666.666.666.666.600;0;12.07;03.07;-1.7;Graduate
1;9670;1;1;133.01.00;9;1;2;4;133.00.00;0;1;0;0;19;0;6;0;0;00.00;0;0;6;0;0;00.00;0;07.06;02.06;00.32;Dropout
2;9500;1;19;133.01.00;37;37;9;9;129.00.00;0;1;0;0;36;0;7;7;6;11.03;0;0;7;7;6;11.03;0;07.06;02.06;00.32;Graduate
1;9556;1;1;147.00.00;3;4;3;2;100.00.00;0;1;0;0;18;0;2;2;0;00.00;0;0;4;4;1;16.00;0;10.08;01.04;0,093055556;Enrolled
1;9130;1;1;127.00.00;19;38;4;5;120.07.00;0;1;0;0;18;0;5;11;1;12.00;0;0;5;9;3;12.00;0;12.07;03.07;-1.7;Enrolled
1;9500;1;1;136.00.00;19;38;9;3;132.05.00;0;1;0;0;19;0;8;9;7;12.03;0;0;8;9;7;12.03;0;12.07;03.07;-1.7;Graduate
1;9500;1;1;127.00.00;19;19;7;8;120.03.00;0;1;0;1;18;0;8;8;7;12.694.285.714.285.700;0;0;8;8;7;12.694.285.714.285.700;0;10.08;01.04;0,093055556;Graduate
1;9670;1;1;123.00.00;19;19;1;1;114.06.00;0;1;0;0;18;0;5;5;4;11.00;0;0;5;5;4;11.00;0;09.04;-0.8;-3.12;Graduate
1;9238;1;1;128.00.00;37;19;9;3;116.05.00;0;1;0;1;19;0;6;6;6;13.00;0;0;6;6;6;14.166.666.666.666.600;0;12.04;00.05;0,096527778;Graduate
1;9500;1;1;128.00.00;3;1;2;1;127.08.00;0;1;0;1;19;0;7;8;7;144.125;0;0;8;8;8;16.05;0;13.09;-0.3;0,054861111;Graduate
1;9500;1;1;140.00.00;1;19;7;7;129.09.00;0;1;0;0;18;0;7;8;7;1.292.875;0;0;8;8;8;140.625;0;15.05;02.08;-4.06;Dropout
1;9773;1;1;121.00.00;1;19;9;7;118.09.00;0;1;0;0;20;0;6;6;6;13.333.333.333.333.300;0;0;6;10;5;12.08;0;11.01;00.06;02.02;Graduate
1;9254;1;1;122.00.00;19;38;3;10;114.03.00;0;1;0;1;20;0;6;8;5;12.08;0;0;6;9;5;12.08;0;12.04;00.05;0,096527778;Enrolled
1;9500;1;1;126.00.00;38;37;5;5;114.08.00;0;1;0;0;20;0;8;8;7;14.402.857.142.857.100;0;0;8;8;7;14.402.857.142.857.100;0;10.08;01.04;0,093055556;Graduate
1;9500;1;1;135.00.00;37;37;9;8;123.00.00;0;1;0;1;18;0;8;8;7;13.381.428.571.428.500;0;0;8;8;7;13.381.428.571.428.500;0;10.08;01.04;0,093055556;Graduate
1;9500;1;1;131.00.00;19;19;7;5;122.01.00;0;1;0;0;18;0;7;8;7;1.413.125;0;0;8;8;8;1.398.375;0;15.05;02.08;-4.06;Graduate
1;9085;1;1;140.00.00;19;37;4;7;123.07.00;0;1;0;0;19;0;5;11;5;11.714.285.714.285.700;2;0;5;6;5;12.06;0;09.04;-0.8;-3.12;Graduate
1;9147;1;1;131.00.00;19;38;9;7;132.04.00;0;1;0;0;19;0;5;5;5;11.08;0;0;5;8;4;11.25;0;09.04;-0.8;-3.12;Enrolled
2;8014;0;1;130.00.00;34;34;99;99;114.08.00;0;1;0;0;44;0;6;9;6;11.166.666.666.666.600;0;1;6;15;2;11.00;1;07.06;02.06;00.32;Graduate
1;9003;1;3;130.00.00;38;37;5;6;130.00.00;0;1;0;0;32;0;6;7;0;00.00;0;0;6;6;0;00.00;0;12.04;00.05;0,096527778;Dropout
1;9853;1;1;140.00.00;37;19;9;8;122.03.00;0;1;0;0;22;0;6;9;5;13.06;0;0;6;8;5;12.00;0;12.07;03.07;-1.7;Dropout
2;9003;1;1;130.00.00;1;19;4;9;152.04.00;0;1;0;0;36;4;12;14;12;13.846.153.846.153.800;0;5;12;18;11;14.090.909.090.909.000;0;08.09;01.04;03.51;Graduate
1;9773;1;1;125.00.00;37;37;5;7;120.01.00;0;1;0;1;18;0;6;7;6;12.05;0;0;6;8;6;13.333.333.333.333.300;0;16.02;00.03;-0.92;Graduate
1;9130;1;1;160.00.00;3;3;3;2;155.01.00;0;1;0;0;20;0;5;5;5;16.04;0;0;5;5;5;14.06;0;12.07;03.07;-1.7;Graduate
1;9070;1;1;130.00.00;19;19;5;7;124.05.00;0;1;0;1;20;5;11;11;11;13.818.181.818.181.800;0;5;11;11;11;13.454.545.454.545.400;0;11.01;00.06;02.02;Graduate
1;9238;1;1;144.00.00;3;1;2;3;126.09.00;0;1;0;0;19;0;6;8;5;10.06;0;0;6;11;4;10.05;0;15.05;02.08;-4.06;Graduate
1;9147;1;19;133.01.00;3;1;3;5;153.02.00;0;1;0;0;24;0;5;8;5;10.02;0;0;5;6;5;12.02;0;12.04;00.05;0,096527778;Graduate
1;9238;1;1;148.00.00;1;1;4;9;129.08.00;0;1;0;0;20;0;6;11;5;10.06;0;0;6;11;4;10.04;0;15.05;02.08;-4.06;Enrolled
1;8014;0;1;133.01.00;3;3;2;3;135.00.00;0;1;0;0;27;7;10;10;9;11.444.444.444.444.400;0;4;11;11;5;10.08;0;10.08;01.04;0,093055556;Dropout
1;9853;1;1;133.00.00;1;38;5;10;131.03.00;0;1;0;0;20;0;6;9;5;14.333.333.333.333.300;0;4;8;8;8;12.625;0;15.05;02.08;-4.06;Enrolled
1;9238;1;1;129.00.00;34;34;0;0;125.02.00;0;1;0;1;23;15;16;18;16;13.00;0;11;13;15;13;13.266.666.666.666.600;0;09.04;-0.8;-3.12;Graduate
1;9500;1;1;144.00.00;19;38;4;8;141.03.00;0;1;0;1;18;0;8;9;8;13.31;1;0;8;9;8;13.31;1;09.04;-0.8;-3.12;Graduate
1;9238;1;1;120.00.00;37;37;4;9;117.01.00;0;1;0;1;18;0;6;10;5;10.571.428.571.428.500;1;0;6;9;5;12.02;0;12.07;03.07;-1.7;Graduate
1;9500;1;1;144.00.00;1;37;9;9;126.05.00;0;1;0;1;20;0;8;8;7;13.487.142.857.142.800;0;0;8;8;7;13.487.142.857.142.800;0;10.08;01.04;0,093055556;Graduate
1;9254;1;1;132.00.00;19;38;9;7;120.01.00;0;1;0;1;20;0;6;6;6;12.333.333.333.333.300;0;0;6;7;6;11.833.333.333.333.300;0;13.09;-0.3;0,054861111;Graduate
1;9670;1;1;142.00.00;38;19;7;10;128.04.00;0;1;0;0;23;0;6;11;6;11.875;0;0;6;9;5;12.833.333.333.333.300;0;11.01;00.06;02.02;Dropout
1;9500;1;1;136.00.00;19;19;9;9;140.00.00;0;1;0;0;20;0;7;7;6;13.966.666.666.666.600;0;0;7;7;6;13.966.666.666.666.600;0;07.06;02.06;00.32;Graduate
1;9254;1;9;133.01.00;34;34;0;0;110.00.00;0;0;0;0;28;0;5;10;0;00.00;0;0;5;10;0;00.00;0;07.06;02.06;00.32;Dropout
1;9670;1;1;122.00.00;1;19;3;5;116.08.00;0;1;0;0;21;0;5;8;4;11.05;0;0;5;5;5;12.08;0;07.06;02.06;00.32;Graduate
1;9556;1;1;133.01.00;19;19;9;9;104.05.00;0;1;0;0;21;0;2;2;2;12.05;0;0;7;0;0;00.00;0;12.04;00.05;0,096527778;Dropout
1;9500;1;3;140.00.00;34;34;0;0;140.00.00;0;1;0;0;28;0;7;0;0;00.00;0;0;8;0;0;00.00;0;07.06;02.06;00.32;Dropout
1;9500;1;1;117.00.00;3;1;3;3;113.02.00;1;1;0;0;18;0;7;10;6;0,526388889;0;0;8;11;7;13.225;0;16.02;00.03;-0.92;Graduate
1;9238;1;1;128.00.00;38;19;191;175;118.06.00;0;1;0;1;21;0;6;8;5;13.02;0;0;6;7;5;11.08;0;08.09;01.04;03.51;Enrolled
1;9500;1;1;136.00.00;1;1;4;4;123.08.00;0;1;0;0;19;0;7;10;6;11.614.285.714.285.700;0;0;8;8;8;140.375;0;13.09;-0.3;0,054861111;Graduate
1;9500;1;1;141.00.00;1;19;1;1;126.07.00;0;1;0;1;18;0;8;8;7;14.314.285.714.285.700;0;0;8;8;7;14.314.285.714.285.700;0;12.07;03.07;-1.7;Graduate
1;9500;1;1;130.00.00;3;1;2;5;133.08.00;0;1;0;0;19;0;7;0;0;00.00;0;0;8;0;0;00.00;0;07.06;02.06;00.32;Dropout
1;9085;1;39;140.00.00;38;38;9;7;140.00.00;0;1;0;0;20;2;6;9;6;12.666.666.666.666.600;0;1;6;12;2;13.00;0;13.09;-0.3;0,054861111;Enrolled
1;9500;1;1;102.00.00;1;19;9;5;100.06.00;0;1;0;1;20;0;7;9;6;12.766.666.666.666.600;0;0;8;10;7;12.128.571.428.571.400;0;12.04;00.05;0,096527778;Graduate
1;9853;1;1;126.00.00;1;37;7;9;132.07.00;0;1;0;1;18;0;6;7;6;12.666.666.666.666.600;0;0;6;7;5;12.02;0;10.08;01.04;0,093055556;Graduate
1;9670;1;1;125.00.00;38;19;4;3;106.06.00;0;1;0;0;20;4;6;7;6;11.05;0;0;6;10;4;10.571.428.571.428.500;0;10.08;01.04;0,093055556;Dropout
1;9670;1;1;120.00.00;1;19;5;4;140.04.00;0;1;0;0;31;2;6;13;5;11.04;0;0;6;14;4;0,510416667;0;13.09;-0.3;0,054861111;Dropout
1;9500;1;1;132.00.00;37;37;9;7;128.03.00;0;1;0;1;19;0;7;8;7;1.470.625;0;0;8;8;8;144.775;0;15.05;02.08;-4.06;Graduate
1;9500;1;1;128.00.00;38;38;5;5;118.06.00;0;1;0;1;19;0;7;9;6;11.814.285.714.285.700;0;0;8;8;7;13.542.857.142.857.100;0;13.09;-0.3;0,054861111;Graduate
1;9070;1;1;115.00.00;19;1;3;8;123.04.00;0;1;0;0;23;1;6;8;6;13.00;1;0;6;8;6;11.875;0;13.09;-0.3;0,054861111;Graduate
1;9670;1;1;125.00.00;37;37;5;5;124.00.00;0;1;0;0;19;0;6;7;6;14.857.142.857.142.800;0;0;6;6;6;13.333.333.333.333.300;0;12.04;00.05;0,096527778;Graduate
1;9500;1;1;137.00.00;1;3;3;2;121.03.00;0;1;0;0;20;0;7;7;6;12.06;0;0;7;7;6;12.06;0;07.06;02.06;00.32;Graduate
1;9085;1;1;101.00.00;37;37;9;4;101.00.00;0;1;0;0;22;0;6;9;5;13.333.333.333.333.300;0;0;6;17;4;11.04;0;12.04;00.05;0,096527778;Enrolled
1;9853;1;1;126.00.00;3;1;2;5;116.09.00;1;1;0;0;18;0;7;10;6;10.666.666.666.666.600;0;0;7;12;6;12.833.333.333.333.300;0;13.09;-0.3;0,054861111;Enrolled
1;9130;1;3;130.00.00;19;37;90;5;130.00.00;0;0;0;0;27;1;5;6;2;11.05;0;0;5;5;1;11.00;0;12.07;03.07;-1.7;Dropout
1;9556;1;19;100.00.00;37;38;9;9;120.00.00;0;1;0;0;29;0;7;9;1;10.00;0;0;7;0;0;00.00;0;12.07;03.07;-1.7;Dropout
1;9254;1;1;122.00.00;1;19;4;3;130.04.00;0;1;0;0;18;0;6;10;5;11.08;0;0;6;10;5;12.02;0;11.01;00.06;02.02;Graduate
1;9070;1;1;126.00.00;19;38;9;7;118.07.00;0;1;0;0;18;0;6;7;5;11.08;0;0;6;6;6;12.666.666.666.666.600;0;16.02;00.03;-0.92;Graduate
1;9500;1;1;128.00.00;38;38;7;7;131.05.00;0;1;0;0;18;0;8;8;8;1.277.125;0;0;8;8;8;1.277.125;0;09.04;-0.8;-3.12;Graduate
1;9085;1;1;134.00.00;37;38;9;9;120.04.00;0;1;0;0;20;0;5;13;3;11.333.333.333.333.300;2;0;5;8;5;12.06;0;09.04;-0.8;-3.12;Enrolled
1;9254;1;1;128.00.00;38;38;9;9;129.01.00;0;1;0;0;18;0;6;6;6;12.666.666.666.666.600;0;0;6;7;5;14.06;0;11.01;00.06;02.02;Graduate
1;9070;1;1;125.00.00;1;1;4;4;132.00.00;0;0;0;0;18;1;6;10;5;12.02;1;0;6;11;4;10.833.333.333.333.300;0;13.09;-0.3;0,054861111;Enrolled
1;9085;1;3;130.00.00;3;3;1;1;130.00.00;0;0;0;0;28;0;5;9;1;12.00;1;0;4;10;0;00.00;4;10.08;01.04;0,093055556;Dropout
1;9500;1;1;135.00.00;37;1;7;7;132.08.00;0;1;0;1;18;0;8;12;7;11.721.428.571.428.500;0;0;8;12;7;11.721.428.571.428.500;0;12.07;03.07;-1.7;Graduate
1;9500;1;19;133.01.00;37;38;151;161;143.07.00;0;1;0;0;27;0;7;12;4;14.00;0;0;7;14;3;12.525;0;12.04;00.05;0,096527778;Enrolled
1;33;1;1;140.00.00;3;1;2;4;152.08.00;0;1;0;0;26;0;7;9;7;0,635416667;0;0;7;12;5;13.08;3;16.02;00.03;-0.92;Enrolled
1;9773;1;1;138.00.00;19;1;9;3;133.05.00;0;1;0;0;18;0;6;6;6;12.666.666.666.666.600;0;0;6;6;6;13.666.666.666.666.600;0;12.07;03.07;-1.7;Graduate
1;9130;1;1;150.00.00;5;5;2;2;146.02.00;0;1;0;0;18;0;5;12;4;13.00;2;0;5;6;5;14.00;0;09.04;-0.8;-3.12;Dropout
1;9147;1;1;125.00.00;1;19;4;6;115.02.00;1;1;0;0;21;0;5;6;0;00.00;0;0;5;5;0;00.00;0;15.05;02.08;-4.06;Dropout
1;9070;1;1;121.00.00;4;1;2;3;120.07.00;0;1;0;0;18;0;6;8;4;0,46875;0;0;6;9;0;00.00;0;09.04;-0.8;-3.12;Enrolled
2;8014;0;1;120.00.00;34;34;99;99;101.08.00;0;0;0;0;32;0;5;5;0;00.00;0;0;5;10;0;00.00;0;10.08;01.04;0,093055556;Dropout
1;9670;1;1;140.00.00;34;34;0;0;100.00.00;0;1;0;0;28;0;5;6;4;12.05;0;0;5;7;4;0,510416667;0;07.06;02.06;00.32;Graduate
1;9991;0;1;100.00.00;37;19;9;2;121.09.00;0;0;0;0;40;0;4;4;0;00.00;0;0;5;0;0;00.00;0;12.07;03.07;-1.7;Dropout
2;8014;0;1;140.00.00;37;37;9;10;120.04.00;0;0;0;0;39;0;5;5;0;00.00;0;0;4;4;0;00.00;0;09.04;-0.8;-3.12;Dropout
2;9238;1;1;140.00.00;37;37;9;10;120.04.00;0;0;0;0;39;0;6;0;0;00.00;0;0;6;0;0;00.00;0;09.04;-0.8;-3.12;Dropout
2;9003;1;1;120.00.00;37;19;9;4;148.08.00;0;1;0;0;50;0;6;7;6;12.05;0;0;6;15;5;12.04;0;08.09;01.04;03.51;Graduate
1;9853;1;1;138.00.00;1;1;9;4;123.00.00;0;1;0;0;23;0;6;10;5;12.08;0;0;6;9;3;11.666.666.666.666.600;0;10.08;01.04;0,093055556;Dropout
4;8014;0;19;133.01.00;34;34;0;0;100.00.00;0;1;0;0;48;0;6;11;1;10.00;0;0;6;11;1;11.00;0;09.04;-0.8;-3.12;Dropout
1;9853;1;1;118.00.00;37;37;9;9;112.01.00;0;1;0;0;23;0;6;11;4;11.25;0;0;6;10;5;10.02;0;07.06;02.06;00.32;Dropout
1;9500;1;1;135.00.00;37;1;5;5;126.08.00;0;1;0;1;18;0;8;8;7;0,542361111;0;0;8;8;7;0,542361111;0;10.08;01.04;0,093055556;Graduate
1;9130;1;1;130.00.00;3;19;2;9;115.09.00;0;1;0;0;18;0;5;14;2;12.00;2;0;5;6;5;12.06;0;09.04;-0.8;-3.12;Graduate
1;9238;1;1;150.00.00;3;37;2;8;132.05.00;0;0;0;0;20;0;6;9;5;13.00;0;0;6;7;6;13.05;0;13.09;-0.3;0,054861111;Graduate
1;9085;1;1;149.00.00;1;1;9;9;132.02.00;0;1;0;1;18;0;5;9;4;12.00;0;0;5;8;5;13.00;0;10.08;01.04;0,093055556;Graduate
1;9556;1;1;180.00.00;5;3;1;1;183.05.00;0;1;0;0;18;0;7;8;4;12.00;0;0;8;8;0;00.00;0;16.02;00.03;-0.92;Dropout
1;9119;1;1;133.01.00;1;1;9;3;136.00.00;0;1;1;0;31;0;5;12;1;12.00;0;0;5;9;1;11.00;4;16.02;00.03;-0.92;Dropout
1;9119;1;19;133.01.00;19;19;5;3;100.09.00;0;1;1;0;24;0;5;9;1;12.00;0;0;5;6;3;10.05;0;10.08;01.04;0,093055556;Enrolled
1;171;1;1;145.00.00;3;1;2;10;114.05.00;0;1;1;0;24;0;0;0;0;00.00;0;0;0;0;0;00.00;0;09.04;-0.8;-3.12;Graduate
1;9147;1;1;110.00.00;37;37;9;9;110.03.00;0;0;1;0;26;0;5;5;0;00.00;0;0;5;9;0;00.00;0;10.08;01.04;0,093055556;Dropout
1;9130;1;1;154.00.00;3;3;2;2;137.02.00;0;1;1;0;18;0;6;11;5;13.625;0;0;6;9;4;0,510416667;0;16.02;00.03;-0.92;Dropout
1;9147;1;1;126.00.00;37;37;4;7;116.09.00;0;1;1;1;19;0;5;12;3;11.666.666.666.666.600;0;0;5;10;3;11.666.666.666.666.600;0;12.07;03.07;-1.7;Enrolled
1;9670;1;1;133.00.00;19;37;9;8;121.08.00;0;1;1;0;22;0;6;0;0;00.00;0;0;6;0;0;00.00;0;13.09;-0.3;0,054861111;Dropout
1;9500;1;1;145.00.00;4;2;2;3;127.03.00;0;1;1;0;18;0;8;8;7;0,50625;0;0;8;8;7;0,50625;0;10.08;01.04;0,093055556;Graduate
1;9070;1;39;120.00.00;1;19;4;7;120.00.00;0;0;1;0;20;0;6;11;0;00.00;6;0;6;12;0;00.00;12;16.02;00.03;-0.92;Dropout
1;171;1;39;150.00.00;4;4;2;2;150.00.00;0;1;1;0;25;0;0;0;0;00.00;0;0;0;0;0;00.00;0;15.05;02.08;-4.06;Graduate
1;9991;0;1;150.00.00;3;3;4;4;100.00.00;0;1;1;0;24;0;5;10;4;11.05;0;0;5;11;5;11.285.714.285.714.200;0;13.09;-0.3;0,054861111;Graduate
1;9119;1;1;150.00.00;3;3;4;4;150.00.00;0;1;1;0;27;0;5;10;1;14.00;0;0;5;0;0;00.00;0;08.09;01.04;03.51;Dropout
1;9254;1;1;127.00.00;3;19;4;4;116.09.00;0;1;1;0;21;0;6;7;5;11.00;0;0;6;7;5;12.04;0;15.05;02.08;-4.06;Graduate
1;9003;1;39;140.00.00;19;38;3;9;140.00.00;0;1;1;0;21;0;6;7;6;12.857.142.857.142.800;0;0;6;6;6;13.166.666.666.666.600;0;12.04;00.05;0,096527778;Graduate
1;9773;1;1;128.00.00;19;1;9;9;122.01.00;0;1;1;0;19;0;6;9;4;12.05;0;0;6;6;6;11.333.333.333.333.300;0;10.08;01.04;0,093055556;Dropout
1;9500;1;1;127.00.00;19;19;5;5;160.00.00;0;1;1;0;28;0;7;7;7;14.528.571.428.571.400;0;0;8;11;8;15.018.181.818.181.800;0;16.02;00.03;-0.92;Graduate
1;9147;1;1;117.00.00;19;19;5;7;118.04.00;0;1;1;0;20;0;5;8;5;10.00;0;0;5;10;2;12.00;0;07.06;02.06;00.32;Enrolled
1;9003;1;39;150.00.00;1;19;4;10;150.00.00;0;1;1;1;21;0;6;8;6;13.00;0;0;6;10;6;12.625;0;15.05;02.08;-4.06;Graduate
1;9500;1;1;154.00.00;1;1;5;3;144.09.00;0;1;1;1;18;0;7;7;7;15.957.142.857.142.800;0;0;8;9;8;15.188.888.888.888.800;0;16.02;00.03;-0.92;Graduate
1;9119;1;1;127.00.00;19;1;9;10;121.01.00;0;1;1;1;18;0;5;6;5;13.02;0;0;5;8;5;12.06;0;08.09;01.04;03.51;Enrolled
1;9147;1;1;133.00.00;19;1;5;10;121.08.00;0;1;1;0;20;0;5;9;4;10.02;0;0;5;6;3;11.00;0;15.05;02.08;-4.06;Enrolled
1;9119;1;40;120.00.00;1;1;5;10;146.08.00;0;1;1;0;25;2;5;6;5;14.02;0;1;5;5;2;13.05;0;16.02;00.03;-0.92;Enrolled
1;9670;1;1;133.01.00;38;19;5;6;138.00.00;0;1;1;0;22;0;6;8;6;12.625;0;0;6;11;2;14.05;0;11.01;00.06;02.02;Enrolled
1;9500;1;1;149.00.00;37;37;9;9;138.00.00;0;1;1;0;18;0;8;11;6;13.496.666.666.666.600;1;0;8;11;6;13.496.666.666.666.600;1;09.04;-0.8;-3.12;Enrolled
1;9147;1;1;125.00.00;19;38;9;7;116.03.00;0;1;1;0;19;0;5;8;5;13.25;0;0;5;8;5;11.00;0;13.09;-0.3;0,054861111;Graduate
1;9119;1;1;126.00.00;12;19;4;5;122.05.00;0;1;1;0;19;0;5;12;3;12.00;0;0;5;10;3;12.00;0;12.04;00.05;0,096527778;Dropout
1;9773;1;19;133.01.00;19;1;7;9;115.00.00;0;0;1;0;25;0;6;10;4;13.00;0;0;6;9;4;0,59375;0;12.07;03.07;-1.7;Dropout
1;9070;1;1;115.00.00;12;12;1;10;115.00.00;0;1;1;0;21;5;11;12;9;1.177.777.777.777.770;0;3;8;11;3;13.666.666.666.666.600;0;15.05;02.08;-4.06;Dropout
1;9119;1;1;117.00.00;1;2;3;2;119.08.00;0;1;1;0;19;0;5;10;2;11.00;0;0;6;10;0;00.00;0;11.01;00.06;02.02;Dropout
1;9147;1;1;133.01.00;1;1;4;4;95.00.00;0;1;1;0;20;0;5;14;0;00.00;0;0;5;5;0;00.00;0;11.01;00.06;02.02;Dropout
1;9003;1;39;150.00.00;3;2;2;2;150.00.00;0;1;1;0;25;9;14;16;14;12.428.571.428.571.400;0;3;9;13;6;10.857.142.857.142.800;0;15.05;02.08;-4.06;Dropout
